word	primary_house	houses	ambiguous	sources
expatriate	12	12	no	exile(H12)
expatriation	12	12	no	exile(H12)
expender	7	7	no	client(H7); customer(H7)
expending	12	12	no	expenditure(H12)
expenditure	12	12	no	expenditure(H12)
expense	12	12	no	expense(H12); expenditure(H12)
experience	5	5	no	education(H5)
experiment	8	8	no	research(H8)
experimentation	8	8	no	research(H8)
expiation	12	12	no	salvation(H12)
expiration	8	8	no	death(H8)
expiry	8	8	no	death(H8)
exploit	3	3,10	yes	effort(H3); achievement(H10)
exponent	5	5	no	intellect(H5)
export duty	6	6	no	duty(H6)
expositor	5	5	no	intellect(H5)
expostulation	3	3	no	communication(H3)
expounder	5	5	no	intellect(H5)
expression	2	2,3	yes	speech(H2); communication(H3)
expressive style	3	3	no	communication(H3)
extended family	2	2	no	family(H2)
extension	4	4,5	yes	property(H4); education(H5)
extension service	5	5	no	education(H5)
extinction	8	8	no	death(H8)
extracurricular activity	5	5	no	education(H5)
extrauterine gestation	5	5	no	pregnancy(H5)
extrauterine pregnancy	5	5	no	pregnancy(H5)
extravaganza	5	5	no	entertainment(H5)
eye condition	10	10	no	status(H10)
eye disease	6	6	no	disease(H6)
ezed	3	3	no	letter(H3)
fabrication	3	3	no	writing(H3)
face	1	1,10	yes	appearance(H1); status(H10)
face saver	10	10	no	achievement(H10)
face saving	10	10	no	achievement(H10)
facilitation	10	10	no	status(H10)
facility	6	6	no	service(H6)
faculty	1	1	no	body(H1)
failure	9	9	no	luck(H9)
fair	5	5	no	show(H5)
fair trade	7	7	no	trade(H7)
fair-trade agreement	7	7	no	agreement(H7)
fairness	1	1	no	complexion(H1)
fait accompli	10	10	no	achievement(H10)
faith	9	9	no	religion(H9); faith(H9)
falco subbuteo	3	3,5	yes	hobby(H3); hobby(H5)
fall	12	12	no	loss(H12)
fallback	12	12	no	retreat(H12)
false return	11	11	no	return(H11)
fame	10	10	no	reputation(H10); honor(H10)
familiar	11	11	no	friend(H11)
family	2	2	no	family(H2)
family bible	9	9	no	scripture(H9)
family man	7	7	no	husband(H7)
family unit	2	2	no	family(H2)
fan	5	5	no	lover(H5)
fan letter	3	3	no	letter(H3)
fancy man	5	5	no	lover(H5)
fancy woman	5	5	no	lover(H5)
fare	2	2	no	food(H2); eating(H2)
farm out	6	6	no	loan(H6)
farm worker	3	3	no	hand(H3)
farmhand	3	3	no	hand(H3)
farmhouse	4	4	no	house(H4)
farming	6	6,10	yes	job(H6); occupation(H10)
farmland	4	4	no	land(H4); soil(H4)
farmstead	4	4	no	land(H4)
fashion	4	4	no	property(H4)
fast buck	2	2,11	yes	earnings(H2); profit(H11)
fatal accident	8	8	no	accident(H8)
fatality	8	8	no	death(H8)
fate	9	9	no	luck(H9)
father	9	9	no	father(H9)
father-in-law	9	9	no	father(H9)
favorite	5	5,6	yes	lover(H5); competitor(H6); rival(H6); pet(H6)
favourite	5	5,6	yes	lover(H5); competitor(H6); rival(H6); pet(H6)
fearlessness	3	3	no	courage(H3)
feast	2	2	no	eating(H2)
feasting	2	2	no	eating(H2)
feat	3	3,10	yes	effort(H3); achievement(H10)
feature	5	5	no	movie(H5); film(H5)
feature film	5	5	no	movie(H5); film(H5)
febricity	6	6	no	fever(H6)
febrility	6	6	no	fever(H6)
fecundity	5	5	no	creativity(H5)
federal government	10	10	no	government(H10)
federation	1	1	no	constitution(H1)
feed	2	2	no	food(H2)
feeding	2	2	no	eating(H2)
feel	4	4	no	property(H4)
feeling	8	8	no	intuition(H8)
felis catus	6	6	no	cat(H6)
felis domesticus	6	6	no	cat(H6)
fellow	5	5,11	yes	lover(H5); friend(H11)
fellowship	11	11	no	friendship(H11)
female offspring	5	5	no	child(H5)
female parent	4	4	no	mother(H4)
feminism	9	9	no	philosophy(H9)
feoff	4	4	no	estate(H4)
feria	11	11	no	celebration(H11)
festival	11	11	no	celebration(H11)
festivity	11	11	no	celebration(H11)
fete	11	11	no	celebration(H11)
fever	6	6	no	fever(H6)
feverishness	6	6	no	fever(H6)
fiance	7	7	no	fiance(H7)
fiancee	7	7	no	fiancee(H7)
fiber	1	1	no	character(H1)
fibre	1	1	no	character(H1)
fibrocystic breast disease	6	6	no	disease(H6)
fictional character	1	1	no	character(H1)
fictionalisation	3	3	no	writing(H3)
fictionalization	3	3	no	writing(H3)
fictitious character	1	1	no	character(H1)
fief	4	4	no	estate(H4)
fiefdom	4	4	no	land(H4)
field cricket	5	5	no	cricket(H5)
field hand	3	3	no	hand(H3)
field sport	5	5	no	sport(H5)
field work	8	8	no	research(H8)
fieldhand	3	3	no	hand(H3)
fifteenth	10	10	no	rank(H10)
fifth	10	10	no	rank(H10)
fiftieth	10	10	no	rank(H10)
figure	1	1	no	body(H1)
filariasis	6	6	no	disease(H6)
filial duty	6	6	no	duty(H6)
filiation	8	8	no	inheritance(H8)
fill	2	2	no	eating(H2)
fill up	2	2	no	eating(H2)
fillip	11	11	no	bonus(H11)
film	3	3,5	yes	media(H3); movie(H5); film(H5); cinema(H5)
film clip	5	5	no	film(H5)
film noir	5	5	no	movie(H5); film(H5)
filth	4	4	no	soil(H4)
filthy lucre	2	2,11	yes	earnings(H2); profit(H11)
final	5	5	no	exam(H5)
final cut	5	5	no	movie(H5); film(H5)
final exam	5	5	no	exam(H5)
final examination	5	5	no	exam(H5)
finalist	6	6	no	competitor(H6); rival(H6)
finance	2	2	no	finance(H2)
financial condition	10	10	no	status(H10)
financial loss	12	12	no	loss(H12)
financing	2	2	no	finance(H2)
finish	2	2	no	eating(H2)
fire insurance	8	8	no	insurance(H8)
fire ship	3	3	no	arm(H3)
fireside	4	4	no	home(H4); dwelling(H4)
firm	4	4	no	house(H4)
first	1	1,10	yes	beginning(H1); rank(H10)
first estate	4	4	no	estate(H4)
first lady	7	7	no	wife(H7)
fish	2	2	no	food(H2)
fishing expedition	8	8	no	investigation(H8)
fist	3	3	no	hand(H3)
fixer-upper	4	4	no	home(H4); dwelling(H4)
flair	3	3	no	talent(H3)
flamethrower	3	3	no	arm(H3)
flatmate	11	11	no	friend(H11)
fleapit	5	5	no	cinema(H5)
fleet street	3	3	no	journalism(H3)
flesh	1	1	no	body(H1)
flesh wound	6	6	no	injury(H6)
flick	5	5	no	movie(H5); film(H5)
flight	5	5	no	creativity(H5)
fling	3	3	no	effort(H3)
float	5	5	no	stock(H5)
floatation	2	2	no	finance(H2)
floater	6	6,8	yes	employee(H6); insurance(H8)
floating policy	8	8	no	insurance(H8)
flock	7	7	no	deal(H7)
flood	7	7	no	deal(H7)
floor show	5	5	no	show(H5)
floorshow	5	5	no	show(H5)
floorwalker	6	6	no	employee(H6)
flotation	2	2	no	finance(H2)
flower garden	4	4	no	garden(H4)
flower girl	7	7	no	seller(H7)
fluke	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
foe	6	6	no	enemy(H6); competitor(H6); rival(H6)
foeman	6	6	no	enemy(H6)
fog	8	8	no	hidden(H8)
follow-up	6	6	no	work(H6)
followup	6	6	no	work(H6)
fondler	5	5	no	lover(H5)
food	2	2	no	food(H2)
food for thought	2	2	no	food(H2)
food poisoning	6	6	no	illness(H6); sickness(H6)
food product	2	2	no	food(H2)
foodstuff	2	2	no	food(H2)
fool's paradise	1	1	no	wellbeing(H1)
foot	4	4	no	foundation(H4)
foot soldier	6	6	no	subordinate(H6)
footage	5	5	no	film(H5)
football	5	5	no	football(H5)
football coach	10	10	no	manager(H10)
football game	5	5	no	football(H5)
football play	5	5	no	play(H5)
foothold	10	10	no	achievement(H10)
footing	4	4,10	yes	foundation(H4); status(H10)
foray	3	3	no	effort(H3)
forefather	9	9	no	father(H9)
forefront	10	10	no	position(H10)
foreign	12	12	no	foreign(H12)
foreign direct investment	5	5	no	investment(H5)
foreman	10	10	no	boss(H10)
forfeit	12	12	no	loss(H12)
forfeiture	12	12	no	loss(H12)
form	1	1	no	body(H1); appearance(H1)
form letter	3	3	no	letter(H3)
formal garden	4	4	no	garden(H4)
formalism	9	9	no	philosophy(H9)
format	1	1	no	appearance(H1)
formation	1	1	no	constitution(H1)
forte	2	2	no	asset(H2)
fortieth	10	10	no	rank(H10)
fortitude	3	3	no	courage(H3)
fortuity	8	8	no	accident(H8)
fortune	2	2,9	yes	fortune(H2); treasure(H2); luck(H9); fortune(H9)
foster child	5	5	no	child(H5); kid(H5)
foster family	2	2	no	family(H2)
foster home	2	2	no	family(H2)
foster-child	5	5	no	child(H5); kid(H5)
fosterling	5	5	no	child(H5); kid(H5)
found	2	2	no	earnings(H2)
foundation	4	4,5	yes	foundation(H4); education(H5)
foundling	5	5	no	baby(H5)
foundling hospital	12	12	no	hospital(H12)
fountainhead	4	4	no	roots(H4)
fourteenth	10	10	no	rank(H10)
fourth	10	10	no	rank(H10)
fourth estate	4	4	no	estate(H4)
fracture	6	6	no	injury(H6)
frame	1	1	no	body(H1)
frat house	4	4	no	house(H4)
fraternity house	4	4	no	house(H4)
free trade	7	7	no	trade(H7)
freehold	4	4	no	estate(H4)
freeing	10	10	no	achievement(H10)
freemason	3	3	no	brother(H3)
freethinking	9	9	no	philosophy(H9)
freight car	4	4	no	car(H4)
french	5	5	no	romance(H5)
french teacher	9	9	no	teacher(H9)
frequenter	7	7	no	client(H7); customer(H7)
fresh food	2	2	no	food(H2)
fresh foods	2	2	no	food(H2)
fress	2	2	no	eating(H2)
friary	12	12	no	monastery(H12)
friction	3	3	no	effort(H3)
friend	11	11	no	friend(H11)
friendly relationship	11	11	no	friendship(H11)
friendship	11	11	no	friendship(H11)
frizz	10	10	no	status(H10)
front	10	10	no	position(H10)
front-runner	6	6	no	competitor(H6); rival(H6)
frostbite	6	6	no	injury(H6)
fruit	11	11	no	yield(H11)
fruiterer	7	7	no	seller(H7)
fruitfulness	5	5	no	creativity(H5)
fruition	10	10	no	status(H10)
frump	6	6	no	dog(H6)
fry	5	5	no	child(H5); kid(H5)
fulfillment	11	11	no	fulfillment(H11)
fulfilment	11	11	no	fulfillment(H11)
fuller's earth	4	4	no	soil(H4)
fullness	4	4,10	yes	property(H4); status(H10)
fun	5	5	no	fun(H5)
funambulism	5	5	no	sport(H5)
function	6	6	no	duty(H6); routine(H6)
functionalism	9	9	no	philosophy(H9)
fund	2	2	no	money(H2)
fundament	4	4	no	foundation(H4)
fundamental law	1	1	no	constitution(H1)
funding	2	2	no	finance(H2)
funfair	5	5	no	show(H5)
funniness	5	5	no	fun(H5)
furtherance	10	10	no	promotion(H10)
futurism	10	10	no	position(H10)
gaffer	10	10	no	boss(H10)
gain	11	11	no	gain(H11); profit(H11)
gainfulness	11	11	no	gain(H11); profit(H11)
gala	11	11	no	celebration(H11)
gala affair	11	11	no	celebration(H11)
galician	5	5	no	romance(H5)
gallantry	3	3	no	courage(H3); valor(H3)
gallery	7	7	no	audience(H7)
gallicism	6	6	no	loan(H6)
gamble	5	5	no	gambling(H5); speculation(H5)
gambling	5	5	no	gambling(H5)
gambling contract	7	7	no	contract(H7)
gambling game	5	5	no	game(H5); gambling(H5)
game	5	5,6,10	yes	game(H5); job(H6); occupation(H10)
game of chance	5	5	no	game(H5); gambling(H5)
gaming	5	5	no	gambling(H5)
gamma	3	3	no	letter(H3)
ganger	10	10	no	boss(H10)
gangrene	8	8	no	death(H8)
gaol	12	12	no	jail(H12)
garbage down	2	2	no	eating(H2)
garden	4	4	no	garden(H4)
garden truck	2	2	no	food(H2)
gardener	6	6	no	employee(H6)
gas embolism	6	6	no	illness(H6); sickness(H6)
gas guzzler	4	4	no	car(H4)
gasman	6	6	no	employee(H6)
gastrointestinal disorder	6	6	no	illness(H6); sickness(H6)
gatehouse	4	4	no	house(H4)
gauze	11	11	no	network(H11)
gazette	3	3	no	newspaper(H3)
gelt	2	2	no	money(H2)
gem	2	2	no	treasure(H2)
gender identity	1	1	no	identity(H1)
gene linkage	8	8	no	inheritance(H8)
generation	1	1	no	beginning(H1)
genesis	1	1	no	beginning(H1)
genetic abnormality	6	6	no	disease(H6)
genetic defect	6	6	no	disease(H6)
genetic disease	6	6	no	disease(H6)
genetic disorder	6	6	no	disease(H6)
genetic endowment	4	4	no	property(H4)
genital personality	1	1	no	personality(H1)
genius	3	3,5	yes	talent(H3); creativity(H5); intelligence(H5); intellect(H5)
gentlemen's agreement	7	7	no	agreement(H7)
geological dating	5	5	no	dating(H5)
geopolitics	10	10	no	politics(H10)
gestation	5	5	no	pregnancy(H5)
get-go	1	1	no	beginning(H1)
ghetto	1	1	no	life(H1)
gift	3	3	no	talent(H3)
gilgai soil	4	4	no	soil(H4)
gimel	3	3	no	letter(H3)
ginseng	4	4	no	roots(H4)
girl	5	5	no	lover(H5)
girlfriend	5	5,11	yes	lover(H5); friend(H11)
girlhood	4	4	no	childhood(H4)
girondism	9	9	no	philosophy(H9)
give-and-take	2	2	no	speech(H2)
glebe	4	4	no	estate(H4)
glorification	10	10	no	honor(H10)
glory	10	10	no	honor(H10)
gloss	1	1	no	appearance(H1)
glossalgia	6	6	no	pain(H6)
glossodynia	6	6	no	pain(H6)
glut	2	2	no	eating(H2)
gluten-free diet	2	2	no	diet(H2)
gluttonise	2	2	no	eating(H2)
gluttonize	2	2	no	eating(H2)
glyceryl	11	11	no	group(H11)
gnosis	8	8	no	intuition(H8)
go	3	3	no	effort(H3)
go for broke	5	5	no	gambling(H5)
go through	2	2	no	eating(H2)
gobble	2	2	no	eating(H2)
gobble up	2	2	no	eating(H2)
godchild	5	5	no	baby(H5)
gofer	6	6	no	employee(H6)
going	8	8,10	yes	death(H8); achievement(H10)
goiter	6	6	no	disease(H6)
goitre	6	6	no	disease(H6)
gold	2	2	no	wealth(H2)
gold coast	3	3	no	neighborhood(H3)
gold fever	6	6	no	fever(H6)
golf widow	7	7	no	wife(H7)
gondola	4	4	no	car(H4)
good	9	9	no	morality(H9)
good book	9	9	no	scripture(H9)
good deal	7	7	no	deal(H7)
good fortune	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
good luck	2	2,8,9	yes	fortune(H2); accident(H8); luck(H9); fortune(H9)
goodness	9	9	no	morality(H9)
gorge	2	2	no	eating(H2)
gormandise	2	2	no	eating(H2)
gormandize	2	2	no	eating(H2)
gospel	9	9	no	philosophy(H9)
gourmandize	2	2	no	eating(H2)
governance	1	1,10	yes	body(H1); government(H10)
governess	9	9	no	teacher(H9)
governing	10	10	no	government(H10)
governing body	1	1	no	body(H1)
government	10	10	no	government(H10); politics(H10)
government activity	10	10	no	government(H10)
government income	2	2	no	income(H2)
government office	10	10	no	office(H10)
government revenue	2	2	no	income(H2)
government-in-exile	10	10	no	government(H10)
gown	9	9	no	university(H9)
grace	9	9	no	blessing(H9)
gradation	10	10	no	rank(H10)
grade	4	4,10	yes	property(H4); rank(H10)
grammatical category	2	2	no	family(H2)
grand duchy	4	4	no	land(H4)
grand guignol	5	5	no	play(H5)
grandstand	7	7	no	audience(H7)
grant	7	7	no	contract(H7)
grass roots	4	4	no	foundation(H4)
gravida	5	5	no	pregnancy(H5)
gravidation	5	5	no	pregnancy(H5)
gravidity	5	5	no	pregnancy(H5)
gravidness	5	5	no	pregnancy(H5)
gravy train	2	2	no	income(H2)
graze	2	2	no	eating(H2)
grazing	2	2	no	eating(H2)
grease	4	4	no	soil(H4)
great deal	7	7	no	deal(H7)
great pyrenees	6	6	no	dog(H6)
greed	11	11	no	desire(H11)
greek fire	3	3	no	arm(H3)
green goods	2	2	no	food(H2)
green groceries	2	2	no	food(H2)
green paper	5	5	no	study(H5)
greensward	4	4	no	land(H4); soil(H4)
griffon	6	6	no	dog(H6)
grillwork	11	11	no	network(H11)
grime	4	4	no	soil(H4)
grind	6	6	no	labor(H6)
gripes	6	6	no	pain(H6)
griping	6	6	no	pain(H6)
groom	3	3	no	hand(H3)
groom-to-be	7	7	no	fiance(H7)
groove	6	6	no	routine(H6)
gross estate	4	4	no	estate(H4)
gross profit	2	2,11	yes	earnings(H2); profit(H11)
gross profit margin	2	2,11	yes	earnings(H2); profit(H11)
gross revenue	2	2	no	income(H2)
gross sales	2	2	no	income(H2)
ground	4	4,10	yes	land(H4); foundation(H4); soil(H4); position(H10)
ground floor	1	1	no	beginning(H1)
grounding	5	5	no	education(H5)
groundwork	4	4	no	foundation(H4)
group	11	11	no	group(H11)
group insurance	8	8	no	insurance(H8)
groupie	5	5	no	lover(H5)
grouping	11	11	no	group(H11)
grove	4	4	no	garden(H4)
growing pains	6	6	no	pain(H6)
growth	1	1,6	yes	beginning(H1); illness(H6); sickness(H6)
growth stock	5	5	no	stock(H5)
grunge	4	4	no	soil(H4)
guard's van	4	4	no	car(H4)
guardianship	6	6	no	duty(H6)
guess	5	5	no	speculation(H5)
guest	7	7	no	client(H7); customer(H7)
guesthouse	4	4	no	house(H4)
guilt	10	10	no	status(H10)
guiltiness	10	10	no	status(H10)
gumbo	4	4	no	soil(H4)
gumbo soil	4	4	no	soil(H4)
gun	3	3	no	arm(H3)
guru	9	9	no	guru(H9)
guttle	2	2	no	eating(H2)
guvnor	10	10	no	boss(H10)
guy	6	6	no	cat(H6)
gymnastic exercise	5	5	no	sport(H5)
gymnastics	5	5	no	sport(H5)
gymnosophy	9	9	no	philosophy(H9)
habitation	4	4	no	home(H4); dwelling(H4)
hacienda	4	4	no	house(H4); estate(H4)
hack	4	4	no	car(H4)
hackwork	6	6	no	labor(H6)
hadj	9	9	no	pilgrimage(H9)
haemorrhage	6	6	no	injury(H6)
haemorrhoid	6	6	no	pain(H6)
hairiness	1	1	no	appearance(H1)
hairlessness	1	1,10	yes	appearance(H1); status(H10)
hairnet	11	11	no	network(H11)
haitian creole	5	5	no	romance(H5)
haj	9	9	no	pilgrimage(H9)
hajj	9	9	no	pilgrimage(H9)
half blood	3	3	no	sibling(H3)
half brother	3	3	no	brother(H3)
half sister	3	3	no	sister(H3)
half-brother	3	3	no	brother(H3)
half-mast	10	10	no	position(H10)
half-pay	2	2	no	earnings(H2)
half-sister	3	3	no	sister(H3)
half-staff	10	10	no	position(H10)
hall	4	4	no	house(H4)
halogen	11	11	no	group(H11)
hamlet	11	11	no	community(H11)
hand	3	3	no	hand(H3)
handcar	4	4	no	car(H4)
handcraft	6	6	no	work(H6)
handicraft	6	6,7	yes	work(H6); trade(H7)
handiwork	6	6	no	work(H6)
handler	10	10	no	manager(H10)
handout	12	12	no	charity(H12)
handwork	6	6	no	work(H6)
handwriting	3	3	no	hand(H3)
hang	3	3	no	talent(H3)
hang-up	6	6	no	obstacle(H6)
hap	8	8	no	accident(H8)
happenstance	8	8	no	accident(H8)
happy chance	8	8	no	accident(H8)
harbor	8	8	no	hidden(H8)
harbour	8	8	no	hidden(H8)
hardpan	4	4	no	soil(H4)
hardtop	4	4	no	car(H4)
harm	6	6	no	injury(H6)
harvest	11	11	no	yield(H11)
hatchback	4	4	no	car(H4)
hatchery	4	4	no	property(H4)
hatchet	3	3	no	arm(H3)
hatful	7	7	no	deal(H7)
hawker	7	7	no	seller(H7)
haymaking	6	6,10	yes	labor(H6); achievement(H10)
haymow	7	7	no	deal(H7)
hazard	2	2,5,6,9	yes	fortune(H2); gambling(H5); obstacle(H6); luck(H9); fortune(H9)
hazard insurance	8	8	no	insurance(H8)
haze over	8	8	no	hidden(H8)
he	3	3	no	letter(H3)
head	4	4	no	roots(H4)
headquarters	10	10	no	office(H10)
headspring	4	4	no	roots(H4)
headwater	4	4	no	roots(H4)
health	1	1,10	yes	health(H1); wellbeing(H1); status(H10)
health food	2	2	no	food(H2)
health insurance	8	8	no	insurance(H8)
health profession	10	10	no	profession(H10)
heap	4	4,7	yes	car(H4); deal(H7)
hearing	7	7	no	audience(H7)
heart	3	3,8	yes	courage(H3); intuition(H8)
hearth	4	4	no	home(H4); dwelling(H4)
heartsease	4	4	no	peace(H4)
heathenism	9	9	no	religion(H9); faith(H9)
heavy lifting	6	6	no	work(H6)
hebraism	9	9	no	religion(H9); faith(H9)
hedonism	9	9	no	ethics(H9); morality(H9)
heirloom	4	4,8	yes	property(H4); inheritance(H8)
helm	10	10	no	leadership(H10)
help desk	6	6	no	service(H6)
helpdesk	6	6	no	service(H6)
helpmate	7	7	no	spouse(H7); partner(H7)
helpmeet	7	7	no	spouse(H7); partner(H7)
hemorrhage	6	6	no	injury(H6)
hemorrhoid	6	6	no	pain(H6)
heraldry	8	8	no	research(H8)
herb garden	4	4	no	garden(H4)
herder	3	3	no	hand(H3)
herdsman	3	3	no	hand(H3)
hereditament	4	4	no	property(H4)
hereditary condition	6	6	no	disease(H6)
hereditary disease	6	6	no	disease(H6)
hereditary pattern	8	8	no	inheritance(H8)
heredity	4	4	no	property(H4)
heritage	8	8	no	inheritance(H8)
hermitage	4	4	no	home(H4); dwelling(H4)
heroism	3	3	no	courage(H3); valor(H3)
heth	3	3	no	letter(H3)
hidden	8	8	no	hidden(H8)
hide	8	8	no	hidden(H8)
hide out	8	8	no	hidden(H8)
high command	10	10	no	leadership(H10)
high finance	2	2	no	finance(H2)
high ground	10	10	no	status(H10)
high priest	10	10	no	authority(H10)
high profile	10	10	no	status(H10)
high status	10	10	no	status(H10)
high-protein diet	2	2	no	diet(H2)
high-vitamin diet	2	2	no	diet(H2)
highbrow	5	5	no	intellect(H5)
higher education	5	5	no	education(H5)
hindooism	9	9	no	religion(H9); faith(H9)
hinduism	9	9	no	religion(H9); faith(H9)
hire	6	6	no	employee(H6)
hire out	6	6	no	loan(H6)
hired hand	3	3	no	hand(H3)
hired help	6	6	no	employee(H6)
hired man	3	3	no	hand(H3)
hireling	6	6	no	employee(H6)
hirer	10	10	no	boss(H10)
histocompatibility complex	2	2	no	family(H2)
historiography	3	3	no	writing(H3)
hit	3	3	no	effort(H3)
hit the books	5	5	no	learning(H5)
hitch	6	6	no	obstacle(H6)
hoarded wealth	2	2	no	wealth(H2); treasure(H2)
hobby	3	3,5	yes	hobby(H3); hobby(H5)
hobbyhorse	3	3,5	yes	hobby(H3); hobby(H5)
hockey coach	10	10	no	manager(H10)
hoi polloi	11	11	no	group(H11)
hold	12	12	no	confinement(H12)
holding	2	2,4	yes	possession(H2); property(H4)
holding cell	12	12	no	jail(H12)
hole up	8	8	no	hidden(H8)
holy order	10	10	no	status(H10)
holy scripture	9	9	no	scripture(H9)
holy writ	9	9	no	scripture(H9)
hombre	6	6	no	cat(H6)
home	2	2,4	yes	family(H2); home(H4); roots(H4); dwelling(H4); residence(H4)
home base	10	10	no	office(H10)
home buyer	7	7	no	buyer(H7)
home equity credit	6	6	no	loan(H6)
home equity loan	6	6	no	loan(H6)
home from home	4	4	no	home(H4)
home loan	6	6	no	loan(H6)
home movie	5	5	no	movie(H5); film(H5)
home office	10	10	no	office(H10)
homeboy	11	11	no	friend(H11)
homecoming	11	11	no	return(H11)
homelessness	10	10	no	status(H10)
homeliness	1	1	no	appearance(H1)
homemaker	7	7	no	wife(H7)
homestead	4	4	no	home(H4); land(H4); estate(H4); dwelling(H4)
honcho	10	10	no	boss(H10)
honest woman	7	7	no	wife(H7)
honey	5	5	no	lover(H5)
honeymooner	7	7	no	spouse(H7); partner(H7)
honor	10	10	no	honor(H10)
honorable mention	10	10	no	honor(H10)
honour	10	10	no	honor(H10)
hood	3	3	no	neighborhood(H3)
hooks	3	3	no	hand(H3)
hoopla	10	10	no	promotion(H10)
hoosegow	12	12	no	jail(H12)
hoosgow	12	12	no	jail(H12)
hop field	4	4	no	garden(H4)
hop garden	4	4	no	garden(H4)
hope	11	11	no	hope(H11)
hopefulness	10	10,11	yes	status(H10); hope(H11)
horde	11	11	no	community(H11)
horse trading	7	7	no	negotiation(H7)
horseback riding	5	5	no	sport(H5)
horseless carriage	4	4	no	car(H4)
horsemanship	3	3	no	skill(H3)
horseradish	4	4	no	roots(H4)
horseradish root	4	4	no	roots(H4)
horseshow	5	5	no	show(H5)
hospital	12	12	no	hospital(H12)
hospitalization	10	10	no	status(H10)
hostler	3	3	no	hand(H3)
hot issue	5	5	no	stock(H5)
hot rod	4	4	no	car(H4)
hot stock	5	5	no	stock(H5)
hot-rod	4	4	no	car(H4)
hottentot bread	4	4	no	roots(H4)
hottentot's bread	4	4	no	roots(H4)
house	2	2,4,7,11	yes	family(H2); home(H4); house(H4); dwelling(H4); audience(H7)
house arrest	12	12	no	confinement(H12)
house cat	6	6	no	cat(H6)
house husband	7	7	no	husband(H7)
house of correction	12	12	no	jail(H12)
house painting	7	7	no	trade(H7)
household	2	2	no	family(H2)
househusband	7	7	no	husband(H7)
housekeeping	6	6	no	work(H6)
housewife	7	7	no	wife(H7)
housewifery	6	6	no	work(H6)
housework	6	6	no	work(H6)
hsuan chiao	9	9	no	religion(H9); faith(H9)
hubby	7	7	no	spouse(H7); partner(H7); husband(H7)
huckster	7	7	no	seller(H7)
human beings	11	11	no	group(H11)
human body	1	1	no	body(H1)
human death	8	8	no	death(H8)
human race	11	11	no	group(H11)
humanism	9	9	no	philosophy(H9)
humanitarianism	9	9	no	philosophy(H9)
humanity	11	11	no	group(H11)
humankind	11	11	no	group(H11)
humans	11	11	no	group(H11)
humus	4	4	no	soil(H4)
hunch	8	8	no	intuition(H8)
hundredth	10	10	no	rank(H10)
hunger	11	11	no	desire(H11)
hungriness	11	11	no	desire(H11)
hunker down	8	8	no	hidden(H8)
hunt	6	6	no	labor(H6)
hunting	6	6	no	labor(H6)
hunting dog	6	6	no	dog(H6)
hunting lodge	4	4	no	house(H4)
hurdle	6	6	no	obstacle(H6)
hurt	6	6	no	pain(H6); injury(H6)
hurting	6	6	no	pain(H6)
husband	7	7	no	spouse(H7); partner(H7); husband(H7)
hyalinisation	10	10	no	status(H10)
hyalinization	10	10	no	status(H10)
hydrazo group	11	11	no	group(H11)
hydrazo radical	11	11	no	group(H11)
hydrophobicity	4	4	no	property(H4)
hydroxyl	11	11	no	group(H11)
hydroxyl group	11	11	no	group(H11)
hydroxyl radical	11	11	no	group(H11)
hymeneals	7	7	no	wedding(H7)
hype	10	10	no	promotion(H10)
hypermotility	6	6	no	illness(H6); sickness(H6)
hyperpyrexia	6	6	no	fever(H6)
hyponym	6	6	no	subordinate(H6)
hypothesis	5	5	no	speculation(H5)
ic	5	5	no	intelligence(H5)
ice show	5	5	no	show(H5)
idealogue	5	5	no	intellect(H5)
identification	1	1,10	yes	identity(H1); status(H10)
identity	1	1	no	identity(H1); personality(H1)
identity element	1	1	no	identity(H1)
identity operator	1	1	no	identity(H1)
idiolect	2	2	no	speech(H2)
idle	8	8	no	operation(H8)
idoliser	5	5	no	lover(H5)
idolizer	5	5	no	lover(H5)
ill luck	9	9	no	luck(H9)
illegitimacy	10	10	no	status(H10)
illness	6	6	no	illness(H6); sickness(H6)
illumination	10	10	no	status(H10)
illusionist	5	5	no	intellect(H5)
image	1	1	no	appearance(H1)
imagination	5	5	no	creativity(H5)
imaginativeness	5	5	no	creativity(H5)
imitation	9	9	no	philosophy(H9)
immediacy	8	8	no	intuition(H8)
immediate apprehension	8	8	no	intuition(H8)
immigration	1	1,12	yes	body(H1); immigration(H12)
immovable	4	4	no	property(H4); real estate(H4)
immunity	10	10	no	status(H10)
immure	12	12	no	jail(H12)
immurement	12	12	no	confinement(H12)
imp	5	5	no	child(H5); kid(H5)
impact	8	8	no	shock(H8)
impaction	10	10	no	status(H10)
imperative	6	6	no	duty(H6)
imperium	4	4,10	yes	land(H4); authority(H10)
import duty	6	6	no	duty(H6)
impost	6	6	no	duty(H6)
impression	1	1	no	appearance(H1)
imprinting	5	5	no	learning(H5)
imprison	12	12	no	jail(H12)
imprisonment	12	12	no	confinement(H12)
impromptu	2	2	no	speech(H2)
impropriety	10	10	no	status(H10)
improvement	8	8,10	yes	transformation(H8); status(H10)
impulse	11	11	no	desire(H11)
impureness	10	10	no	status(H10)
impurity	10	10	no	status(H10)
in-migration	12	12	no	immigration(H12)
inamorata	5	5	no	lover(H5)
inamorato	5	5	no	lover(H5)
